evidence_id,tier,source_name,source_type,title,source_url,published_date,captured_date,entity_count,entities,facts_supported,relationships_supported,strategic_questions
ev-uspp024697-top-shelf,tier-1,United States Patent and Trademark Office plant patent record,patent_record,USPP024697P3 - Top Shelf,https://patents.google.com/patent/USPP24697P3/en,,2026-08-03,5,"Top Shelf; USPP024697P3 - Top Shelf; Fall Creek Farm & Nursery, Inc.; Chilling requirement; Fall Creek Blueberry Breeding Program",2,3,sq-global-genetics-reach; sq-public-record-gaps
ev-uspp025358-aglaonema,tier-1,United States Patent and Trademark Office,patent_record,USPP025358P3 - Aglaonema plant named 'KKAG201303',https://patents.google.com/patent/USPP25358P3/en,2015-03-17,2026-08-04,3,USPP025358P3; USPP028358P3; Bonita,2,0,sq-public-record-gaps
ev-uspp025386-last-call,tier-1,United States Patent and Trademark Office plant patent record,patent_record,USPP025386P3 - Last Call,https://patents.google.com/patent/USPP25386P3/en,,2026-08-03,6,"Last Call; USPP025386P3 - Last Call; Fall Creek Farm & Nursery, Inc.; Chilling requirement; Fruit firmness; Fall Creek Blueberry Breeding Program",2,3,sq-global-genetics-reach; sq-public-record-gaps
ev-uspp025432-ridley-1403,tier-1,United States Patent and Trademark Office,patent_record,USPP025432P3 - 'Ridley 1403',https://patents.google.com/patent/USPP25432P3/en,2012-11-13,2026-08-03,7,Eureka; USPP025432P3 - 'Ridley 1403'; Mountain Blue Orchards Pty Ltd; Fruit firmness; Fruit size; Eating quality; Mountain Blue Blueberry Breeding Program,3,3,sq-premium-trait-challengers; sq-global-genetics-reach; sq-public-record-gaps
ev-uspp025858-eb8-42,tier-1,United States Patent and Trademark Office,patent_record,USPP025858P3 - 'EB 8-42' (OZblu Julieta),https://patents.google.com/patent/USPP25858P3/en,2015-09-08,2026-08-04,8,USPP025858P3; Julieta; OZblu; United Exports; Bisa Trading Pty Ltd; Prunus Persica Pty Ltd; Next Progeny Pty Ltd; Australia,3,6,sq-global-genetics-reach; sq-emerging-varieties; sq-public-record-gaps
ev-uspp026173-eb8-46,tier-1,United States Patent and Trademark Office,patent_record,USPP026173P3 - 'EB 8-46' (OZblu Bella),https://patents.google.com/patent/USPP26173P3/en,2015-12-01,2026-08-04,6,USPP026173P3; Bella; OZblu; United Exports; Bisa Trading Pty Ltd; Prunus Persica Pty Ltd,1,3,sq-global-genetics-reach; sq-emerging-varieties; sq-public-record-gaps
ev-uspp027142-eb12-19,tier-1,United States Patent and Trademark Office,patent_record,USPP027142P3 - 'EB 12-19' (OZblu Magnifica),https://patents.google.com/patent/USPP27142P3/en,2016-09-13,2026-08-04,8,USPP027142P3; Magnifica; OZblu; United Exports; Bisa Trading Pty Ltd; Prunus Persica Pty Ltd; USPP025859P3; Next Progeny Pty Ltd,2,3,sq-global-genetics-reach; sq-emerging-varieties; sq-public-record-gaps
ev-uspp028149-eb9-2,tier-1,United States Patent and Trademark Office,patent_record,USPP028149P3 - 'EB 9-2' (OZblu Magica),https://patents.google.com/patent/USPP28149P3/en,2017-07-04,2026-08-04,6,USPP028149P3; Magica; OZblu; United Exports; Bisa Trading Pty Ltd; Prunus Persica Pty Ltd,1,3,sq-global-genetics-reach; sq-emerging-varieties; sq-public-record-gaps
ev-uspp028358-eb9-12,tier-1,United States Patent and Trademark Office,patent_record,USPP028358P3 - 'EB 9-12' (OZblu Bonita),https://patents.google.com/patent/USPP28358P3/en,2017-09-05,2026-08-04,7,USPP028358P3; Bonita; OZblu; United Exports; Bisa Trading Pty Ltd; Prunus Persica Pty Ltd; USPP025358P3,3,3,sq-global-genetics-reach; sq-emerging-varieties; sq-public-record-gaps
ev-uspp028437-sekoya-beauty,tier-1,United States Patent and Trademark Office plant patent record,patent_record,USPP028437P3 - SEKOYA Beauty 'FCM12-097',https://www.lens.org/lens/patent/004-752-018-959-306,,2026-08-03,4,"SEKOYA Beauty; USPP028437P3 - SEKOYA Beauty 'FCM12-097'; Fall Creek Farm & Nursery, Inc.; Fall Creek Blueberry Breeding Program",1,3,sq-global-genetics-reach; sq-public-record-gaps
ev-uspp030934-ns13-6,tier-1,United States Patent and Trademark Office,patent_record,USPP030934P3 - 'NS 13-6' (OZblu Elaina),https://patents.google.com/patent/USPP30934P3/en,2019-10-15,2026-08-04,8,USPP030934P3; Elaina; OZblu; United Exports; Next Progeny Pty Ltd; Bisa Trading Pty Ltd; Prunus Persica Pty Ltd; Australia,2,5,sq-global-genetics-reach; sq-emerging-varieties; sq-public-record-gaps
ev-uspp031345-plablue-1545,tier-1,United States Patent and Trademark Office,patent_record,USPP031345P2 - 'Plablue 1545' (Blue Manila),https://patents.google.com/patent/USPP31345P2/en,2020-01-14,2026-08-04,5,"USPP031345P2; Blue Manila; Plantas de Navarra, S.A.; Planasa blueberry breeding programme; Spain",1,3,sq-emerging-varieties; sq-public-record-gaps
ev-uspp031605-ridley-1602,tier-1,United States Patent and Trademark Office,patent_record,USPP031605P3 - 'Ridley 1602' (Eureka Sunrise),https://patents.google.com/patent/USPP31605P3/en,2020-03-31,2026-08-03,5,Eureka Sunrise; USPP031605P3 - 'Ridley 1602' (Eureka Sunrise); Mountain Blue Orchards Pty Ltd; Eureka; Mountain Blue Blueberry Breeding Program,1,3,sq-global-genetics-reach; sq-emerging-varieties
ev-uspp031822-sekoya-grande,tier-1,United States Patent and Trademark Office plant patent record,patent_record,USPP031822P3 - SEKOYA Grande 'FC13-122',https://www.lens.org/lens/patent/139-742-711-781-653,,2026-08-03,4,"SEKOYA Grande; USPP031822P3 - SEKOYA Grande 'FC13-122'; Fall Creek Farm & Nursery, Inc.; Fall Creek Blueberry Breeding Program",1,3,sq-global-genetics-reach; sq-public-record-gaps
ev-uspp032186-sekoya-pop,tier-1,United States Patent and Trademark Office plant patent record,patent_record,USPP032186P3 - SEKOYA Pop 'FCM14-052',https://www.lens.org/lens/patent/023-656-990-841-841,,2026-08-03,4,"SEKOYA Pop; USPP032186P3 - SEKOYA Pop 'FCM14-052'; Fall Creek Farm & Nursery, Inc.; Fall Creek Blueberry Breeding Program",1,3,sq-global-genetics-reach; sq-public-record-gaps
ev-uspp032267-drisbluetwentyone,tier-1,United States Patent and Trademark Office,patent_record,USPP032267P2 - 'DrisBlueTwentyOne' (Kimberley),https://patents.google.com/patent/USPP32267P2/en,2020-10-06,2026-08-04,4,"DrisBlueTwentyOne; USPP032267P2; Driscoll's, Inc.; Driscoll's blueberry breeding programme",1,2,sq-emerging-varieties; sq-global-genetics-reach
ev-uspp032897-ns16-2,tier-1,United States Patent and Trademark Office,patent_record,USPP032897P3 - 'NS 16-2' (OZblu Olivia),https://patents.google.com/patent/USPP32897P3/en,2021-03-16,2026-08-04,7,USPP032897P3; Olivia; OZblu; United Exports; Next Progeny Pty Ltd; USPP028334P3; USPP028357P3,2,2,sq-global-genetics-reach; sq-emerging-varieties; sq-public-record-gaps
ev-uspp033138-ns15-13,tier-1,United States Patent and Trademark Office,patent_record,USPP033138P3 - 'NS 15-13' (OZblu Dina),https://patents.google.com/patent/USPP33138P3/en,2021-06-08,2026-08-04,8,USPP033138P3; Dina; OZblu; United Exports; Next Progeny Pty Ltd; USPP028334P3; Bisa Trading Pty Ltd; Prunus Persica Pty Ltd,2,2,sq-global-genetics-reach; sq-emerging-varieties; sq-public-record-gaps
ev-uspp034903-fc11-164,tier-1,United States Patent and Trademark Office plant patent record,patent_record,USPP034903P2 - 'FC11-164',https://patents.google.com/patent/USPP34903P2/en,,2026-08-03,4,"FC11-164; USPP034903P2 - 'FC11-164'; Fall Creek Farm & Nursery, Inc.; Fall Creek Blueberry Breeding Program",1,3,sq-global-genetics-reach; sq-public-record-gaps
ev-abc-chellew-judgment-2019,tier-2,ABC News (Australia),news_media,Federal Court decision on blueberry case a wake-up call,https://www.abc.net.au/news/2019-11-08/federal-court-decision-on-blueberry-case-a-wake-up-call/11685158,2019-11-08,2026-08-03,4,Mountain Blue Orchards Pty Ltd; Opi; Australia; Eureka,2,0,sq-global-genetics-reach; sq-public-record-gaps
ev-agfunder-fruitist-rebrand,tier-2,AgFunderNews,trade_press,Agrovision rebrands as Fruitist after reaching $400m sales in 2024,https://agfundernews.com/in-progress-agrovision-rebrands-as-fruitist-notched-up-sales-of-400m-in-2024-after-meteoric-growth,,2026-08-04,2,Agrovision Corp. (Fruitist); Fruitist,2,1,sq-competitor-expansion; sq-premium-trait-challengers
ev-agronometrics-prism-2025,tier-2,"Agronometrics, hosted by Berries Australia",market_analysis_report,2025 Agronometrics Peruvian Blueberry Varietal Price Spectrum Monitor (PRISM),https://berries.net.au/wp-content/uploads/2025/10/2025-Agronometrics-Peruvian-Blueberry-Varietal-Price-Spectrum-Monitor-PRISM.pdf,2025-10-01,2026-08-03,5,Eureka; Eureka Sunrise; Peru; Eureka; Mountain Blue Orchards Pty Ltd,3,0,sq-premium-trait-challengers; sq-global-genetics-reach
ev-berryworld-varieties,tier-2,BerryWorld,marketer_website,Berries - varieties,https://www.berryworld.com/en-gb/berries/varieties,,2026-08-03,10,BerryWorld Group; BerryWorld varietal brands; Mountain Blue Orchards Pty Ltd; Eureka; Eureka Sunrise; Twilight; Opi; Eating quality; Eureka; Mountain Blue Blueberry Breeding Program,4,7,sq-global-genetics-reach; sq-genetics-geographic-spread; sq-public-record-gaps
ev-blueberriesconsulting-agrovision-2024,tier-2,Blueberries Consulting,trade_press,"Agrovision Corp seeks year-round blueberry supply from Peru, Mexico and Morocco",https://blueberriesconsulting.com/en/con-operaciones-en-peru-mexico-y-marruecos-agrovision-corp-busca-lograr-un-suministro-de-arandanos-durante-todo-el-ano/,2024-05-15,2026-08-04,7,"Agrovision Corp. (Fruitist); SEKOYA; Fall Creek Farm & Nursery, Inc.; Peru; Mexico; Morocco; China",2,4,sq-global-genetics-reach; sq-genetics-geographic-spread; sq-competitor-expansion
ev-delisted-costa,tier-2,deListed Australia,market_data_service,Costa Group Holdings Limited - delisting record,https://www.delisted.com.au/company/costa-group-holdings-limited,,2026-08-04,2,Costa Group Holdings Pty Ltd; Australia,1,0,sq-public-record-gaps
ev-ffp-hortifrut-mbo-2026,tier-2,FreshFruitPortal,trade_press,Hortifrut and MBO berry deal,https://www.freshfruitportal.com/news/2026/07/30/hortifrut-mbo-berry-deal/,2026-07-30,2026-08-04,3,Hortifrut S.A.; Naturipe Farms; Mountain Blue Orchards Pty Ltd,1,1,sq-competitor-expansion
ev-foodnavigator-fruitist-2025,tier-2,FoodNavigator,trade_press,Fruitist continues expanding packaged fresh fruit business with $150 million raise,https://www.foodnavigator.com/Article/2025/11/10/fruitist-continues-expanding-packaged-fresh-fruit-business-with-150-million-capital-raise/,2025-11-10,2026-08-04,1,Agrovision Corp. (Fruitist),1,0,sq-competitor-expansion
ev-freshfruitportal-fall-creek-2026,tier-2,FreshFruitPortal,trade_press,Fall Creek high-chill field forum coverage,https://www.freshfruitportal.com/news/2026/07/09/fall-creek-event/,2026-07-09,2026-08-03,6,"FC11-164; SEKOYA Nova; Fall Creek Farm & Nursery, Inc.; Machine-harvest suitability; Fruit firmness; Post-harvest shelf life",2,0,sq-emerging-varieties; sq-premium-trait-challengers; sq-repeated-trait-claims; sq-testing-candidates
ev-freshplaza-fall-creek-chile-2026,tier-2,FreshPlaza,trade_press,Fall Creek strengthens blueberry commitment in southern Chile,https://www.freshplaza.com/latin-america/article/9761007/fall-creek-strengthens-blueberry-commitment-in-southern-chile/,2026-03-06,2026-08-03,8,"Fall Creek Farm & Nursery, Inc.; Chile; SEKOYA Fiesta; SEKOYA Crunch; SEKOYA Grande; SEKOYA Pop; FC11-164; SEKOYA Nova",1,7,sq-genetics-geographic-spread; sq-emerging-varieties; sq-testing-candidates
ev-fruitnet-driesvenplant-2018,tier-2,Asiafruit / Fruitnet,trade_press,Fall Creek Farm and Nursery buys Driesvenplant,https://www.fruitnet.com/asiafruit/fall-creek-farm-and-nursery-buys-driesvenplant/175849.article,2018-06-15,2026-08-03,2,"Fall Creek Farm & Nursery, Inc.; Netherlands",1,1,sq-competitor-expansion; sq-genetics-geographic-spread
ev-fruitnet-eureka-sunrise-2023,tier-2,Fresh Produce Journal / Fruitnet,trade_press,Taste of success for Eureka Sunrise,https://www.fruitnet.com/fresh-produce-journal/taste-of-success-for-eureka-sunrise/248114.article,2023-01-20,2026-08-03,7,Eureka Sunrise; BerryWorld Group; Mountain Blue Orchards Pty Ltd; South Africa; Morocco; Spain; Eating quality,2,2,sq-genetics-geographic-spread; sq-premium-trait-challengers; sq-global-genetics-reach
ev-fruitnet-ozblu-dispute-2020,tier-2,Eurofruit / Fruitnet,trade_press,Blueberry spat continues with war of words,https://www.fruitnet.com/eurofruit/blueberry-spat-continues-with-war-of-words/183446.article,2020-11-09,2026-08-03,4,United Exports; OZblu; South Africa; Netherlands,2,0,sq-global-genetics-reach; sq-competitor-expansion
ev-fruitnet-romania-2024,tier-2,Eurofruit / Fruitnet,trade_press,Fall Creek reveals Romanian acquisition,https://www.fruitnet.com/eurofruit/fall-creek-reveals-romanian-acquisition/260715.article,2024-06-06,2026-08-03,1,"Fall Creek Farm & Nursery, Inc.",1,0,sq-competitor-expansion; sq-genetics-geographic-spread
ev-harvestsa-rossouw-2020,tier-2,Harvest SA,trade_press,Rossouw Farming Group concedes United Exports rights over OZblu varieties,https://www.harvestsa.co.za/2020/11/18/rossouw-farming-group-concedes-united-exports-rights-over-ozblu-varieties/,2020-11-18,2026-08-04,2,United Exports; South Africa,1,0,sq-global-genetics-reach
ev-ibo-agrovision-2019,tier-2,International Blueberry Organization,industry_association_report,"Agro Vision blueberries - transforming lands, transforming lives",https://www.internationalblueberry.org/2019/09/04/agro-vision-blueberries-transforming-lands-transforming-lives/,2019-09-04,2026-08-04,4,"Agrovision Corp. (Fruitist); Peru; SEKOYA; Fall Creek Farm & Nursery, Inc.",1,1,sq-global-genetics-reach; sq-competitor-expansion
ev-ibo-eureka-moment-2015,tier-2,International Blueberry Organization,industry_association_report,Blueberry growers' Eureka moment,https://www.internationalblueberry.org/2015/10/24/blueberry-growers-eureka-moment/,2015-10-24,2026-08-03,4,Eureka; Eureka; Coles Supermarkets; Mountain Blue Orchards Pty Ltd,1,1,sq-global-genetics-reach
ev-ibo-fall-creek-profile-2025,tier-2,International Blueberry Organization,industry_association_profile,Fall Creek Farm & Nursery,https://www.internationalblueberry.org/fall-creek-farm-nursery/,2025-02-19,2026-08-03,1,"Fall Creek Farm & Nursery, Inc.",0,0,sq-global-genetics-reach; sq-genetics-geographic-spread
ev-ibo-mbo-china-judgment-2024,tier-2,International Blueberry Organization,industry_association_report,Mountain Blue Orchards wins historic lawsuit in China over illegal propagation of blueberries,https://www.internationalblueberry.org/2024/12/02/mountain-blue-orchards-wins-historic-lawsuit-in-china-over-illegal-propagation-of-blueberries/,2024-12-02,2026-08-03,3,Mountain Blue Orchards Pty Ltd; Eureka Sunrise; China,1,1,sq-global-genetics-reach; sq-genetics-geographic-spread; sq-competitor-expansion
ev-italianberry-mbo-chile-2020,tier-2,Italian Berry,trade_press,Australian MBO varieties establish themselves in Chile,https://italianberry.it/en/news/mirtilli-le-varieta-australiane-mbo-si-affermano-in-cile-507,2020-12-01,2026-08-03,4,Mountain Blue Orchards Pty Ltd; Eureka; Twilight; Chile,1,0,sq-genetics-geographic-spread; sq-global-genetics-reach
ev-italianberry-peru-varieties-2025,tier-2,"Italian Berry, reporting Proarandanos data",trade_press,"Peru: Sekoya Pop dominates ranking of most exported varieties, 2024/25 season",https://italianberry.it/en/news/Peru-Sekoya-Pop-dominates-ranking-most-exported-varieties-2024-25-season,,2026-08-03,7,"SEKOYA Pop; Eureka; Eureka Sunrise; Peru; Fall Creek Farm & Nursery, Inc.; Mountain Blue Orchards Pty Ltd; Eureka",4,0,sq-global-genetics-reach; sq-genetics-geographic-spread; sq-emerging-varieties
ev-justia-costa-berry-international,tier-2,Justia Patents,patent_aggregator,Patents assigned to Costa Berry International Pty Ltd,https://patents.justia.com/assignee/costa-berry-international-pty-ltd,,2026-08-04,6,"Costa Berry International Pty Ltd; Costa Group Holdings Pty Ltd; Florida Foundation Seed Producers, Inc.; Costa Variety Improvement Program; Arana; Eterna",1,1,sq-global-genetics-reach; sq-emerging-varieties; sq-public-record-gaps
ev-leadersleague-atlantic-blue-2021,tier-2,Leaders League,trade_press,Chilean berry company Hortifrut acquires Spain's Atlantic Blue for $280m,https://www.leadersleague.com/en/news/chilean-berry-company-hortifrut-acquires-spain-s-atlantic-blue-for-280m,2021-10-20,2026-08-04,4,"Hortifrut S.A.; Atlantic Blue / Royal Berries blueberry breeding programme; Spain; Berry Blue, LLC",2,2,sq-competitor-expansion; sq-global-genetics-reach
ev-packer-finefield-2024,tier-2,The Packer,trade_press,Fall Creek Farm and Nursery invests in mechanical harvesting company,https://www.thepacker.com/news/packer-tech/fall-creek-farm-and-nursery-invests-mechanical-harvesting-company,2024-02-05,2026-08-03,2,"Fall Creek Farm & Nursery, Inc.; Machine-harvest suitability",1,0,sq-competitor-expansion; sq-premium-trait-challengers
ev-portalfruticola-fall-creek-2025,tier-2,Portalfruticola,trade_press,Fall Creek and the renewal of blueberry varieties,https://www.portalfruticola.com/noticias/2025/12/11/fall-creek-arandanos-renovacion/,2025-12-11,2026-08-03,3,"FC11-164; Fall Creek Farm & Nursery, Inc.; Yield",1,0,sq-emerging-varieties; sq-premium-trait-challengers; sq-testing-candidates
ev-produce-report-sekoya-china-2025,tier-2,Produce Report,trade_press,"Sekoya confident about its premium blueberries in Asian, Chinese markets",https://www.producereport.com/article/sekoya-confident-about-its-premium-blueberries-asian-chinese-markets,2025-11-13,2026-08-03,3,"SEKOYA; Fall Creek Farm & Nursery, Inc.; China",2,1,sq-global-genetics-reach; sq-competitor-expansion
ev-producereport-blugenix-2026,tier-2,Produce Report,trade_press,Costa launches BluGenix with five blueberry varieties suited to Yunnan,https://www.producereport.com/article/costa-launches-blugenix-5-blueberry-varieties-suited-yunnan,2026-06-08,2026-08-04,13,BluGenix; Costa Group Holdings Pty Ltd; Costa Variety Improvement Program; Eterna; Post-harvest shelf life; China; South Africa; Zimbabwe; Morocco; United States; Mexico; Peru; Australia,4,4,sq-emerging-varieties; sq-competitor-expansion; sq-premium-trait-challengers; sq-repeated-trait-claims
ev-brevis-ip-registration-trends,tier-3,"Patricio Brevis, LinkedIn",individual_analysis_post,Trends in blueberry IP registration,https://www.linkedin.com/pulse/trends-blueberry-ip-registration-patricio-brevis,,2026-08-03,3,Eureka; Opi; Blue Ribbon,1,0,sq-global-genetics-reach; sq-genetics-geographic-spread; sq-public-record-gaps
ev-uspp023572-ridley-1111,tier-3,"United States Patent and Trademark Office plant patent record, translated summary",patent_record,USPP023572P3 - 'Ridley 1111' (Opi),https://fruitplantsvariation.blogspot.com/2018/07/opi-ridley-1111-blueberry.html,2018-07-01,2026-08-03,8,Opi; USPP023572P3 - 'Ridley 1111' (Opi); Mountain Blue Orchards Pty Ltd; Eureka; Fruit size; Fruit firmness; Eating quality; Mountain Blue Blueberry Breeding Program,3,3,sq-public-record-gaps; sq-global-genetics-reach
